source,target,weight
8095561,12820537,1
8095561,8235049,3
8095561,10152437,3
8095561,12147878,1
8095561,13331383,2
8095561,11064947,2
8095561,12140925,1
8095561,4538738,1
8095561,5309932,2
8095561,12820178,1
18120415,4219827,1
18120415,8265467,2
18120415,14046472,1
18120415,11928389,2
14046472,4219827,1
14046472,6811349,8
14046472,17269708,8
14046472,6207232,1
14046472,10312570,10
14046472,15504369,2
14046472,14866842,1
14046472,10223572,8
14046472,17872154,11
14046472,10492059,1
14046472,19242617,1
14046472,4730042,7
14046472,19919758,1
14046472,12468812,3
14046472,10273060,5
14046472,4213417,7
14046472,4071032,1
14046472,9976875,1
14046472,17114293,1
14046472,9768166,1
14046472,4101812,1
14046472,16068602,1
14046472,18769231,1
14046472,12809152,3
14046472,10219170,1
14046472,12820537,1
17435678,8135412,1
17435678,3813487,11
17435678,17068730,9
17435678,11353332,1
17435678,12820537,1
17435678,12874044,1
17435678,11871574,1
17435678,12805363,3
17435678,11525714,7
17435678,17324711,3
17435678,14522404,1
17435678,11102156,1
17435678,13835439,1
17435678,11207386,1
17435678,17053270,1
14938436,16547252,3
14938436,17484564,5
14938436,13004884,1
14938436,17587734,1
14938436,8814524,5
14938436,16950121,6
14938436,17736755,3
14938436,16856617,6
14938436,10017073,1
14938436,15722990,2
14938436,17110189,3
14938436,17110024,4
14938436,18695745,2
14938436,16856369,3
14938436,9072237,1
14938436,15005403,2
14938436,15028907,1
14938436,13736919,1
14938436,10237401,1
15199884,9747432,1
15199884,3091943,4
15199884,19806174,4
15199884,12834795,1
15199884,15199830,1
15199884,14938436,1
15199884,11982072,4
15199884,8095967,1
15199884,8371225,1
15199884,12244514,1
15199884,13124815,2
15571023,2637812,2
15571023,14047945,16
15571023,14047760,34
15571023,14045854,20
15571023,10013402,14
15571023,14047554,19
15571023,13057994,22
15571023,16181494,8
15571023,6970942,2
15571023,4535767,3
15571023,14048287,14
15571023,4488976,20
15571023,14194026,3
15571023,8026224,12
15571023,8263821,3
15571023,4990880,8
15571023,4542433,1
15571023,14085813,13
15571023,7683669,1
15571023,14194703,1
15571023,10649843,5
15571023,5452198,2
15571023,10642320,1
15571023,4123145,1
12036009,4524871,1
12036009,16690920,1
12036009,10089193,8
12036009,5309932,7
12036009,14087339,2
12036009,18425292,6
12036009,8688631,6
12036009,15571023,12
12036009,4042315,1
12036009,4978454,2
12036009,4326520,2
12036009,14088149,1
12036009,7934159,1
12036009,15264419,1
12036009,6570401,1
12036009,4289773,2
12953345,4535767,3
12953345,14047945,9
12953345,16181494,4
12953345,14085813,1
12953345,14866379,4
12953345,16713121,2
12953345,14194026,4
12953345,15571023,1
12953345,14045854,5
12953345,6970942,1
12953345,8899200,3
12953345,5078760,1
12953345,4121534,2
12953345,13258642,1
12953345,4102728,3
12953345,16690920,1
12953345,4538613,1
12953345,4488976,1
12953345,14198375,1
14866379,8026224,1
14866379,14047760,5
14866379,4488976,6
14866379,14045854,6
14866379,14047554,5
14866379,4538738,1
14866379,4535767,2
14866379,14047945,2
14866379,14048287,4
14866379,14194234,1
14866379,18145093,3
14866379,14085813,2
14866379,16181494,1
14866379,14048538,1
16961482,14270761,3
16961482,3093284,1
16961482,8461082,6
16961482,15668869,6
16961482,9202326,5
16961482,15684934,2
16961482,16961482,1
16961482,1805406,1
16961482,5585799,3
16961482,5946241,1
16961482,14762026,3
16961482,21591317,5
16961482,2911847,5
16961482,10739296,3
16961482,6692908,1
16961482,21591037,1
16961482,10403609,1
16961482,10287315,2
16961482,14756061,1
16961482,17360282,1
16961482,15587533,1
16961482,2123422,1
16961482,5708994,1
16961482,9348984,1
16961482,5762666,1
16961482,14759661,1
16961482,15605987,3
16961482,20344845,1
16961482,16176721,1
16961482,17360286,1
16961482,17223685,1
16961482,11271082,1
11717020,5712849,3
11717020,17468727,3
11717020,6633635,6
11717020,16433177,3
11717020,16472086,11
11717020,15063529,2
11717020,15096548,3
11717020,17728922,1
11717020,9481869,2
11717020,14797760,1
11717020,9241349,1
11717020,16594752,2
11717020,3060480,8
11717020,10893103,1
11717020,11717030,1
11717020,15587533,3
11717020,17729088,6
11717020,15684934,1
11717020,17729020,1
11717020,9822593,6
11717020,20981321,3
11717020,16485518,2
11717020,15669682,4
11717020,2911847,2
11717020,20981306,1
11717020,12366224,1
11717020,5744502,1
11717020,10714526,1
11717020,5704424,1
11717020,11286854,1
11717020,12273754,1
11717020,21136945,1
11717020,11717045,1
11717020,16014701,1
11717020,11717001,1
11717020,15636411,1
11717020,10403609,1
986460,2637812,3
986460,3546835,7
986460,12468812,7
986460,3040481,5
986460,3041612,4
986460,4778439,4
986460,5690362,5
986460,6535161,2
986460,4102844,2
986460,3546334,1
986460,17962981,1
986460,4071032,1
19010160,2637812,2
19010160,3180525,11
19010160,4060628,8
19010160,3546334,3
19010160,3720037,1
19010160,4829813,1
19010160,5185729,4
19010160,7124156,3
19010160,5108525,1
19010160,4538613,1
19010160,16751955,2
19010160,6446394,1
19010160,17729973,1
19010160,17102002,1
12874044,4386719,1
12874044,14858626,1
12874044,16257962,1
12874044,4060628,1
12874044,15264419,1
12874044,4102728,2
12874044,10949382,1
12874044,11186471,2
12874044,6535161,1
12874044,11982072,2
12874044,4542822,2
12874044,7019050,2
12874044,8095561,3
12874044,8196192,1
12874044,19806174,4
12874044,16713121,1
12874044,15199830,1
12874044,13057994,1
12874044,5452198,1
12874044,10015769,3
12874044,11060026,1
12874044,8421329,1
12874044,7876385,1
12874044,14938436,1
12874044,12683525,1
12874044,15233041,1
16322359,2637812,2
16322359,7683401,4
16322359,3282869,6
16322359,12244514,2
16322359,3180525,2
16322359,10929871,1
16322359,6299908,1
16322359,6207232,1
16322359,9768166,3
16322359,10804041,3
16322359,3034133,2
16322359,14046464,1
16322359,9976875,1
16322359,10227539,2
16322359,4096366,1
16322359,3546835,1
16322359,4778439,1
16322359,3546334,1
16322359,7934159,1
16322359,14046245,1
16322359,9772513,2
16322359,7944660,1
10104463,2637812,3
10104463,14866379,4
10104463,12953345,9
10104463,12244514,1
10104463,16014849,3
10104463,12834795,1
10104463,3074106,2
10104463,4833168,3
10104463,11982072,2
10104463,10929871,2
10104463,3546334,1
10104463,10017073,4
10104463,7683401,1
6330796,4302562,3
6330796,3034133,9
6330796,6207232,1
6330796,3040481,8
6330796,10179501,6
6330796,3282869,1
6330796,6535161,1
6330796,3220616,2
6330796,16014834,1
6330796,16278312,1
6330796,3041612,1
6330796,12244514,1
6330796,10247731,1
6330796,4467735,1
6330796,3180525,1
8371225,2637812,1
8371225,5084467,2
8371225,10015769,1
8371225,15571023,6
8371225,17435371,9
8371225,12873722,2
8371225,12040460,3
8371225,12039793,2
8371225,4850409,1
8371225,4542433,11
8371225,6535161,2
8371225,5297998,6
8371225,14829351,6
8371225,11106522,7
8371225,7855488,7
8371225,4727546,3
8371225,10858401,3
8371225,16257962,4
8371225,16515841,3
8371225,10004243,3
8371225,8234099,1
8371225,13057994,1
8371225,10499711,4
8371225,4123145,3
8371225,8371225,3
8371225,17077342,1
8371225,10398171,6
8371225,14046245,2
8371225,11982072,2
8371225,10855206,1
8371225,7867016,1
8371225,6896580,1
8371225,19919758,2
8371225,3546334,1
8371225,4070588,1
8371225,16014834,1
8371225,6970942,1
8371225,4978454,1
8371225,5392778,1
8371225,12874044,1
5084467,4102728,19
5084467,4113533,10
5084467,14858626,16
5084467,5084467,4
5084467,4881629,15
5084467,4121534,12
5084467,16690920,8
5084467,18468751,4
5084467,16080562,2
5084467,12874044,1
5084467,4101976,6
5084467,4382895,2
5084467,16713121,7
5084467,5085455,1
5084467,5057361,2
5084467,14829351,1
5084467,10499711,1
5084467,10015769,1
5084467,4113595,1
5084467,5078760,1
5084467,16181494,1
5084467,14046245,1
5084467,8257688,1
5084467,12820537,1
5084467,12820277,2
5084467,7280270,1
5084467,14048876,2
5084467,4535767,1
5084467,6970942,1
16485079,8398900,3
16485079,10990803,7
16485079,4635057,6
16485079,4493199,1
16485079,4665186,11
16485079,5453333,6
16485079,4570270,2
16485079,16795524,3
16485079,13206239,2
16485079,5938794,5
16485079,16795838,2
16485079,8238322,6
16485079,8037197,4
16485079,7020344,4
16485079,10702736,5
16485079,10543751,11
16485079,4134539,7
16485079,17844900,9
16485079,9447255,13
16485079,10958210,2
16485079,11193510,2
16485079,11027071,3
16485079,12726582,8
16485079,16295025,18
16485079,16070049,1
16485079,9531722,3
16485079,9809626,3
16485079,4415241,21
16485079,2667061,3
16485079,9583435,1
16485079,19143114,5
16485079,4227544,2
16485079,18598859,8
16485079,12156009,5
16485079,11703922,2
16485079,17980792,2
16485079,12948470,2
16485079,8542422,3
16485079,4636432,2
16485079,11782821,1
16485079,17434825,5
16485079,4152020,1
16485079,11464638,6
16485079,15683275,1
16485079,10684539,2
16485079,17591687,2
16485079,8310955,15
16485079,1869592,3
16485079,15672269,4
16485079,9039416,1
16485079,14206030,6
16485079,9409359,2
16485079,14655602,6
16485079,3010486,1
16485079,6143930,2
16485079,17147698,1
16485079,16848475,2
16485079,8884212,5
16485079,3497901,2
16485079,17937123,2
16485079,6494274,1
16485079,10293348,1
16485079,17591442,1
16485079,8951591,1
16485079,13986583,1
16485079,9507904,2
16485079,11210000,2
16485079,9119558,9
16485079,16486385,1
16485079,15668309,1
16485079,9015745,2
16485079,3158085,1
16485079,7971031,2
16485079,9275210,2
16485079,10681487,1
16485079,3163105,3
16485079,13863331,2
16485079,13988443,1
16485079,4319395,1
16485079,3814175,1
16485079,13803032,6
16485079,9808146,1
16485079,3913629,1
16485079,4229950,1
16485079,12498338,1
16485079,4311586,4
16485079,2379544,3
16485079,16045758,1
16485079,9488991,1
16485079,4780707,1
16485079,17743170,2
16485079,4985759,1
16485079,5118060,1
16485079,15605987,3
16485079,4101621,1
16485079,8741619,1
16485079,4101295,1
16485079,3913613,1
16485079,12840470,2
16485079,12336493,1
16485079,2797480,1
16485079,11178891,1
16485079,17437725,1
16485079,6451332,1
16485079,14757992,1
16485079,4607160,1
4635057,4636432,3
4635057,14818307,1
4635057,17150791,1
4635057,19045334,1
4635057,14333371,3
4635057,9207332,1
4635057,12948470,5
4635057,4108016,5
4635057,12745771,18
4635057,4607160,1
4635057,9237370,1
4635057,5289042,4
4635057,9421292,18
4635057,7187384,13
4635057,4154421,1
4635057,7582489,15
4635057,4985759,10
4635057,7582412,1
4635057,5118060,1
4635057,19611917,7
4635057,11144258,4
4635057,9445876,7
4635057,4570270,5
4635057,4926999,7
4635057,9927082,1
4635057,16098538,2
4635057,16637377,1
4635057,16089743,1
4635057,4279887,3
4635057,5938794,1
4635057,4780707,1
4493199,15721919,25
4493199,6702830,10
4493199,3819157,10
4493199,16629788,1
4493199,16629931,6
4493199,16627950,3
4493199,15691114,1
4493199,16015738,1
4493199,5453333,8
4493199,4680995,5
4493199,17962513,3
4493199,16486385,2
4493199,17776906,6
4493199,19045334,8
4493199,8704079,1
4493199,4780707,11
4493199,4570270,1
4493199,16409132,11
4493199,11003707,2
4493199,16494105,2
4493199,8238322,8
4493199,14450919,8
4493199,6494274,8
4493199,4665186,2
4493199,12387154,5
4493199,8399890,1
4493199,7939890,12
4493199,7939979,9
4493199,8276782,2
4493199,10831005,7
4493199,8311264,15
4493199,8877795,5
4493199,7941642,1
4493199,5291791,1
4493199,5030808,1
4493199,12840470,2
4493199,11703922,2
4493199,14514597,4
4493199,12726582,1
4493199,6143930,1
4493199,12217572,1
4493199,17696578,4
4493199,16100461,2
4493199,14333495,3
4493199,4985759,1
4493199,11135340,2
4493199,4635057,1
4493199,12667895,1
4493199,16848475,1
4493199,8037197,2
4493199,14333371,1
4493199,5474852,3
4493199,7864823,1
4493199,3819171,4
4493199,14898816,2
4493199,16440649,1
4493199,17355757,1
4493199,4493199,1
4493199,10455234,2
4493199,16631248,2
4493199,15788431,1
4493199,11691640,1
4493199,12281339,1
4493199,14319498,1
4493199,3814651,1
4665186,4260935,1
4665186,4636432,1
4665186,12476851,1
4665186,5453333,6
4665186,4926999,1
4665186,4780707,2
4665186,14333371,6
4665186,6494274,9
4665186,17434825,5
4665186,12498338,8
4665186,11178891,1
4665186,16089743,2
4665186,11703922,7
4665186,13206239,3
4665186,19045334,2
4665186,16848475,2
4665186,14450919,3
4665186,9589146,1
4665186,11257084,1
4665186,12156009,2
4665186,4665186,2
4665186,8639662,2
4665186,12356747,1
4665186,7852250,1
4665186,4635057,2
4665186,4637677,1
4665186,12948470,1
4665186,5959820,2
4665186,14514597,2
4665186,16100461,3
4665186,16223537,3
4665186,15766806,5
4665186,17743170,2
4665186,2439067,4
4665186,4354933,1
4665186,14461238,4
4665186,17962513,1
4665186,7843730,2
4665186,14333495,1
4665186,8238322,4
4665186,16795524,1
4665186,11144258,1
4665186,7582412,1
4665186,12839441,2
4665186,4433960,2
4665186,12387154,1
4665186,9447255,1
4665186,16486385,2
4665186,11135340,2
4665186,11004239,4
4665186,7092086,1
4665186,4311586,2
4665186,2988292,1
4665186,8884212,1
4665186,12299621,1
4665186,8542422,2
4665186,11543212,1
4665186,8037197,1
4665186,3486381,1
4665186,4680995,1
4665186,14319185,1
4665186,12587013,1
4665186,17150791,2
4665186,9201911,1
4665186,9445876,1
4665186,9567051,1
5453333,14319185,9
5453333,9236708,6
5453333,15668309,10
5453333,17237305,7
5453333,8542422,6
5453333,5321459,13
5453333,16422744,8
5453333,10964258,1
5453333,13743125,9
5453333,17140424,1
5453333,14260575,3
5453333,8539175,7
5453333,4433960,3
5453333,5689639,5
5453333,12498338,9
5453333,16415910,1
5453333,10411574,13
5453333,2568465,3
5453333,18648531,1
5453333,12928099,1
5453333,6298455,1
5453333,16223537,1
5453333,18597845,1
5453333,17728781,2
5453333,6143930,1
5453333,12389097,1
5453333,7540581,1
5453333,8007556,1
5453333,4324479,1
5453333,12500843,1
5453333,12585379,1
5453333,10612094,1
5453333,12670738,1
5453333,13370624,1
5453333,12840470,1
5453333,5474852,1
5453333,17743170,1
9291938,10340880,10
9291938,4127707,3
9291938,3794023,2
9291938,15605987,2
9291938,8310087,7
9291938,17671219,1
9291938,3930411,8
9291938,4099900,10
9291938,10944822,3
9291938,8305958,4
9291938,9291437,4
9291938,8068173,3
9291938,11605861,1
9291938,7971031,3
9291938,9288827,2
9291938,5585799,1
9291938,13429045,1
9291938,2932028,1
9291938,9291938,3
9291938,8705088,3
9291938,7874184,1
9291938,9539868,1
9291938,2776773,1
9291938,4101295,1
9291938,7977834,2
9291938,18292832,2
9291938,15732471,1
9291938,3712893,1
9291938,17671375,4
9291938,4620453,1
9291938,11826171,2
9291938,17434825,2
9291938,9275210,1
9291938,4102413,1
9291938,3815483,1
9291938,3932136,1
9291938,17591687,1
9291938,17360593,1
17360593,3794023,9
17360593,18292832,4
17360593,8670503,5
17360593,12704360,1
17360593,2776773,4
17360593,3726990,1
17360593,2920061,2
17360593,8138616,3
17360593,10340880,1
17360593,2935198,1
17360593,6133702,3
17360593,16181377,2
17360593,17756162,3
17360593,9288827,2
17360593,11645541,2
17360593,9287199,1
17360593,3814175,1
17360593,17278502,1
17360593,8238322,1
17360593,5500958,1
17360593,18220289,1
17360593,11605861,1
17360593,9291938,1
17360593,8034919,1
17360593,9800178,2
17360593,17058350,1
17360593,3814853,1
17360593,8717219,1
17360593,8305958,1
17360593,15683275,1
17360593,8307514,1
17360593,13429045,1
17360593,7467027,1
17360593,8842220,1
8307514,8310087,4
8307514,13369670,1
8307514,11889676,7
8307514,5971400,1
8307514,4022539,18
8307514,10340880,5
8307514,16699958,15
8307514,9039416,2
8307514,7980189,9
8307514,15480928,9
8307514,9287199,5
8307514,7980369,3
8307514,16178283,2
8307514,17784367,2
8307514,9583435,4
8307514,11356523,1
8307514,10351681,1
8307514,15606239,3
8307514,7421507,2
8307514,6300434,1
8307514,9237370,1
8307514,2854715,1
8307514,9585013,1
8307514,10827212,2
8307514,10343101,1
8307514,4214582,1
8307514,7612147,1
8307514,3707204,1
8307514,9641919,1
8307514,17525174,1
8307514,3756659,1
8307514,19276024,1
8307514,8307514,1
8307514,16434842,1
2776773,2935198,9
2776773,8705088,8
2776773,3794023,5
2776773,15605987,9
2776773,9291938,2
2776773,2932028,6
2776773,4099900,17
2776773,9287906,7
2776773,4108720,1
2776773,4102413,2
2776773,3814853,10
2776773,18598859,4
2776773,11605567,2
2776773,3930411,1
2776773,17671375,2
2776773,13429045,7
2776773,18292832,4
2776773,9288827,3
2776773,18220289,1
2776773,17591687,1
2776773,7982896,6
2776773,21664445,2
2776773,8943485,1
2776773,10682411,1
2776773,8812078,1
2776773,17913032,1
2776773,8842220,1
2776773,7555968,1
2776773,4319395,1
2776773,3726990,1
2776773,17671219,3
2776773,8932110,2
2776773,15683275,1
2776773,17360593,1
2776773,8813113,1
2776773,17525174,1
2776773,3814175,1
2776773,3707204,1
2935198,10119916,4
2935198,15225589,14
2935198,11851588,5
2935198,5976168,1
2935198,7594047,1
2935198,13535380,1
2935198,2142817,1
2935198,9842000,4
2935198,6061068,1
2935198,3765728,1
2935198,3158085,2
2935198,17756162,11
2935198,11605567,7
2935198,20536322,4
2935198,17415439,3
2935198,3158123,4
2935198,13950464,1
2935198,9800178,8
2935198,8813113,3
2935198,16434842,3
2935198,5890323,1
2935198,8034919,1
2935198,17980698,1
4127707,2775707,3
4127707,2776773,5
4127707,5890323,10
4127707,2935198,1
4127707,2914206,2
4127707,8842220,1
4127707,7874184,1
4127707,8670503,1
4127707,6133702,1
4127707,9291938,3
4127707,17671375,1
4127707,10340880,2
4127707,18292832,1
4127707,10682411,1
4127707,17360593,3
4127707,4102413,2
4127707,7962986,1
4127707,9800178,2
4127707,15605987,1
4127707,2921933,1
4127707,2775943,1
4523803,10059655,1
4523803,17415439,1
10299625,17435371,11
10299625,19919758,8
10299625,7855488,5
10299625,8257688,12
10299625,12820537,3
10299625,7924478,1
10299625,12820277,1
10299625,19806174,9
10299625,5392778,6
10299625,5298032,3
10299625,13522678,3
10299625,17077347,1
10299625,12874044,1
10299625,4034528,3
10299625,12040460,6
10299625,4113595,5
10299625,5351821,3
10299625,9976875,1
17435371,14087339,9
17435371,4524871,7
17435371,4715415,6
17435371,14086309,8
17435371,4274364,1
17435371,5899328,8
17435371,4028114,2
17435371,14203725,3
17435371,8688631,4
17435371,8026224,1
17435371,14087107,5
17435371,19111930,13
17435371,14206438,4
17435371,14199565,4
17435371,4730042,1
17435371,7992966,2
17435371,7855607,1
17435371,14088451,1
17435371,6570401,1
17435371,14046720,2
17435371,4727546,2
17435371,10649843,1
17435371,10223572,6
17435371,20901068,3
17435371,4538738,1
17435371,18769231,1
17435371,4034528,1
19919758,5351821,12
19919758,12820537,4
19919758,18418512,10
19919758,16066985,1
19919758,12809152,4
19919758,9976875,5
19919758,10219170,2
19919758,10492059,3
19919758,10223572,1
19919758,15571023,4
19919758,18769231,3
19919758,13258642,1
7855488,16515841,1
7855488,10498094,1
7855488,4034528,1
7855488,10398171,2
7855488,7855488,1
7855488,3995976,1
8257688,3091943,3
8257688,6299908,12
8257688,3282869,3
8257688,10017073,1
8257688,11982072,4
8257688,14949489,1
8257688,12244514,3
8257688,4101812,1
8257688,10227539,1
8257688,9772513,2
8257688,9747432,3
8257688,15199884,1
8257688,4096366,1
8257688,3995976,1
8257688,16312937,1
8257688,6330796,1
12820537,19242617,6
12820537,12820277,1
12820537,12787696,1
12820537,16226512,2
12820537,10133525,7
12820537,15571023,1
12820537,18144322,2
12820537,19806174,1
12820537,10858401,2
12820537,20395646,2
12820537,12944478,1
12820537,14046245,1
12820537,17210906,1
12820537,9976875,1
12820537,10140573,1
12820537,19919758,1
12820537,12809152,1
12820537,5298032,1
12820537,4850409,1
12820537,14046294,1
7924478,17435371,5
7924478,12809152,3
7924478,4070588,16
7924478,13331383,4
7924478,5057361,7
7924478,4034528,7
7924478,14829351,3
7924478,18468751,1
7924478,8263821,6
7924478,8371225,1
7924478,15290335,3
7924478,4991402,1
7924478,4727546,2
7924478,10133525,1
7924478,4543281,1
7924478,19806174,2
7924478,8039617,1
7924478,4101976,3
7924478,10498094,3
7924478,10499711,1
12820277,16080562,14
12820277,16713121,11
12820277,5085455,8
12820277,4101976,15
12820277,4121534,6
12820277,4102728,4
12820277,4881629,5
12820277,14858626,9
12820277,5084467,4
12820277,4113533,2
12820277,4070588,2
12820277,18468751,1
12820277,14048876,7
12820277,12874044,1
5392778,17435371,8
5392778,4113533,1
5392778,4978454,2
5392778,12944478,8
5392778,8257688,1
5392778,14829351,1
5392778,14858626,1
5392778,4034528,4
5392778,5298032,1
5392778,19242617,2
5392778,19919758,2
5392778,8196192,3
5392778,10053304,1
5392778,12039793,1
5392778,12809152,1
5392778,15571023,2
5392778,10133525,2
5392778,10299625,2
5392778,7924478,2
5392778,19806174,2
5392778,12820537,1
9976875,10179501,1
9976875,6330796,6
9976875,9768166,7
9976875,3034133,3
9976875,17269708,8
9976875,12244514,1
9976875,12468812,2
9976875,10273060,1
9976875,16066985,1
9976875,14949489,1
9976875,16311520,1
15504369,7934159,3
15504369,8421329,12
15504369,17872154,5
15504369,10223572,33
15504369,14046294,7
15504369,4213417,2
15504369,17114293,4
15504369,19242617,15
15504369,12809152,13
15504369,7808341,5
15504369,12873914,5
15504369,16066985,13
15504369,18418512,6
15504369,10140573,3
15504369,4730042,1
15504369,6811349,1
15504369,12820085,4
15504369,8059283,1
15504369,12787696,1
15504369,4990880,7
15504369,14046472,1
15504369,7019050,1
15504369,9976875,1
8421329,17435371,5
8421329,4488976,1
8421329,3546334,1
8421329,5452198,1
8421329,15344242,12
8421329,12809923,1
8421329,11928389,2
8421329,7019050,3
8421329,11958584,3
8421329,12036009,4
8421329,8257688,1
8421329,10015769,1
8421329,16115255,1
10223572,4070588,4
10223572,19139253,14
10223572,14047554,2
10223572,20901068,3
10223572,4730042,7
10223572,10642320,1
10223572,10090269,2
10223572,10312570,1
10223572,10152437,4
10223572,10299625,2
10223572,4542822,1
10223572,18425292,4
10223572,4524871,3
10223572,19111930,2
10223572,14199565,8
10223572,10223572,3
10223572,5899328,6
10223572,14046720,6
10223572,14206438,3
10223572,7280270,7
10223572,14048538,2
10223572,16433395,2
10223572,14048876,4
10223572,14044614,2
10223572,12809976,2
10223572,14045489,2
10223572,10678017,4
10223572,10649843,4
10223572,12809152,1
10223572,16066985,1
10223572,14087107,2
10223572,14203725,5
10223572,4717729,2
10223572,4326520,1
10223572,14088451,1
10223572,8026224,1
10223572,4488976,1
10223572,14046472,2
10223572,10492059,1
10223572,9976875,1
10223572,10398171,3
10223572,5085455,1
10223572,17435371,1
17114293,10273060,2
17114293,7934159,2
17114293,4213417,3
17114293,16066985,1
17114293,12070159,5
17114293,16504350,1
17114293,10021175,1
17114293,12820085,1
17114293,15344242,2
17114293,17269708,1
17114293,7124156,1
16444544,14133114,1
16444544,9447255,1
16444544,17358891,8
16444544,12598741,4
16444544,11017761,6
16444544,14071613,1
16444544,16026677,2
16444544,9409359,3
16444544,4274518,2
16444544,14579509,4
16444544,9141404,8
16444544,14329745,9
16444544,15468308,8
16444544,11871574,1
16444544,16445073,2
16444544,16547268,2
16444544,7439913,1
16444544,16950097,2
16444544,14342744,1
16444544,17053270,1
16444544,14492757,1
16444544,14617508,2
16444544,5760480,1
16444544,16950115,1
16444544,9083312,1
16444544,19017386,1
16444544,9428865,1
16444544,10702736,1
10427055,14000746,13
10427055,11600886,16
10427055,8509534,1
10427055,9141404,17
10427055,9409359,15
10427055,11017761,3
10427055,17276867,16
10427055,15590555,1
10427055,7053966,7
10427055,11003551,1
10427055,15510288,1
10427055,18035864,2
10427055,17177103,2
10427055,17165286,4
10427055,8078096,2
10427055,18028397,1
10427055,14071613,1
10427055,2964760,1
10427055,10792617,2
10427055,12871993,1
10427055,17016974,5
10427055,4401350,1
10427055,3299214,1
10427055,7057894,1
10427055,7026287,3
10427055,11329998,2
10427055,9527522,1
10427055,15810983,1
10427055,5321459,1
10427055,11018254,2
10427055,9015745,2
10427055,7594047,1
10427055,11257084,2
10427055,5971400,2
10427055,8118947,1
10427055,12356747,1
10427055,8864785,1
10427055,9083312,1
10427055,12424940,1
10427055,16978882,1
10427055,12299805,1
10427055,15398730,1
10427055,12869029,1
10427055,16906721,1
2988292,6572414,9
2988292,16464284,6
2988292,5746180,7
2988292,5747036,2
2988292,14158399,17
2988292,18500988,6
2988292,18501001,17
2988292,12928099,1
2988292,8065771,2
2988292,17038587,2
2988292,9006142,1
2988292,3450442,2
2988292,17639784,17
2988292,3882998,1
2988292,8540770,13
2988292,15519213,2
2988292,11003660,3
2988292,17140424,1
2988292,11003551,1
2988292,19045334,1
2988292,9015745,2
2988292,10209260,9
2988292,2988292,1
2988292,6143930,1
2988292,14319498,1
2988292,15514582,2
2988292,17952967,1
2988292,8864785,2
2988292,7700444,1
2988292,5769582,1
2988292,20151537,1
2988292,17732334,2
2988292,8542422,1
2988292,5462159,1
2988292,5760480,1
17952967,20443501,3
17952967,8540770,2
17952967,10382686,2
17952967,4721538,1
17952967,15023806,1
17952967,4433960,1
17952967,9409359,4
17952967,8469124,1
17952967,18500915,3
17952967,16223537,2
17952967,3450442,1
17952967,10209260,1
17952967,8069478,1
17952967,8423405,1
17952967,2988292,2
17952967,16051878,2
17952967,17038587,4
17952967,4422289,1
17952967,14333495,2
17952967,14319185,8
17952967,18566501,1
17952967,5675990,1
17952967,8864778,1
17952967,10961507,1
17952967,17147698,1
17952967,8542422,2
17952967,2568522,2
17952967,8689674,1
17952967,8689148,1
17952967,17933822,3
17952967,10945581,5
17952967,17150791,5
17952967,9447255,1
17952967,11029359,2
17952967,12813847,1
17952967,8712361,1
17952967,16100461,5
17952967,9577562,1
17952967,17732085,1
17952967,17360034,1
17952967,17295912,1
17952967,16353832,1
17952967,3765728,1
17952967,1591351,1
17952967,10875625,1
17952967,17639784,2
17952967,10400440,2
17952967,18648531,1
17952967,8203947,1
17952967,3450751,1
17952967,9457719,1
17952967,3932136,1
17952967,12452356,1
17952967,5678582,1
17952967,2797480,1
17952967,7168356,1
8582134,8078096,6
8582134,5484314,1
8582134,11017761,10
8582134,14000746,17
8582134,11600886,5
8582134,9527522,10
8582134,17276867,5
8582134,17016974,12
8582134,14313750,4
8582134,7053966,1
8582134,11329998,1
8582134,14071613,5
8582134,15741865,6
8582134,17176808,1
8582134,12262910,8
8582134,4414163,2
8582134,15421363,1
8582134,12871993,2
8582134,15825861,1
8582134,18062678,1
8582134,9141404,3
8582134,15510288,6
8582134,4607160,1
8582134,9409359,6
8582134,7057894,3
8582134,11018254,2
8582134,2966602,1
8582134,7026287,1
8582134,7056904,2
8582134,12424940,1
17361757,7582489,1
17361757,9006142,2
17361757,17639784,8
17361757,10237401,1
17361757,10612094,14
17361757,5769582,8
17361757,16444758,1
17361757,18566501,4
17361757,5675990,22
17361757,10875625,7
17361757,8203947,2
17361757,4433960,1
17361757,10543751,1
17361757,16415910,2
17361757,17729888,1
17361757,5760480,7
17361757,13849557,4
17361757,17354414,14
17361757,2797480,4
17361757,18023286,6
17361757,16928740,2
17361757,17732076,1
17361757,16422727,1
17361757,5689639,5
17361757,17223685,3
17361757,10400440,1
17361757,18501001,2
17361757,10018150,1
17361757,17102002,2
17361757,12279909,2
17361757,16433696,3
17361757,17728723,1
17361757,18500915,1
17361757,11303036,1
17361757,17729167,1
17361757,15985265,1
17361757,16095576,1
17361757,17354403,3
17361757,11011058,2
17361757,19880740,1
17361757,10100020,2
17361757,8838927,1
17361757,16545179,3
17361757,12670738,3
17361757,16937815,1
17361757,5768240,1
17361757,18720819,2
17361757,19166349,1
17361757,17658602,2
17361757,16444544,1
17361757,10523825,1
17361757,8540770,1
10875625,16937815,10
10875625,16547297,12
10875625,8142831,7
10875625,7005145,2
10875625,10596949,4
10875625,3021609,5
10875625,14754777,1
