source,target,weight
4230061,4414163,3
4230061,677717,1
4230061,4598109,6
4230061,6703240,2
4230061,5835815,1
4230061,7901791,3
4230061,16720240,2
4230061,13210358,1
4230061,15617305,4
4230061,14077615,1
4230061,4514494,2
4230061,9556700,4
4230061,7829784,4
4230061,4919895,1
4230061,7690945,3
4230061,9525492,2
4230061,3664102,5
4230061,5019924,3
4230061,8413663,2
4230061,7026287,1
4230061,9531722,1
4230061,9809626,2
4230061,8798010,1
4230061,4381129,2
4230061,8274902,3
4230061,7196392,3
4230061,3886356,4
4230061,15592096,2
4230061,8835968,1
4230061,7057894,5
4230061,8924186,1
4230061,9813188,2
4230061,10809383,1
4230061,29,1
4230061,16594509,1
4230061,15421363,2
4230061,3522293,1
4230061,4414426,1
4230061,12475432,1
4230061,5836181,1
4230061,4199033,1
4919895,8924186,1
4919895,3522293,2
4919895,9741463,3
4919895,4982172,2
4919895,8792120,1
4919895,8957325,2
4919895,14547259,2
4919895,9525492,1
4919895,8509987,1
4919895,4195012,1
4919895,10246566,2
4919895,8066411,1
4919895,16625432,1
4919895,8978117,2
4919895,9511772,1
4919895,677717,1
9889095,11524047,5
9889095,4598363,7
9889095,4381377,5
9889095,7897469,3
9889095,4414184,2
9889095,4884579,3
9889095,5835799,6
9889095,8338584,2
9889095,4195012,5
9889095,5835815,4
9889095,9741463,1
9889095,8559607,3
9889095,677717,1
9889095,4230749,2
9889095,8798010,1
9889095,9531722,2
9889095,9469519,6
9889095,7868195,3
9889095,9809626,5
9889095,9897223,2
9889095,8980589,15
9889095,16240569,2
9889095,9525492,4
9889095,7690945,3
9889095,7196392,2
9889095,5836197,2
9889095,15617305,6
9889095,10163418,6
9889095,4230061,3
9889095,8094859,2
9889095,4227304,1
9889095,9847388,3
9889095,4414426,1
9889095,16846805,5
9889095,3587612,2
9889095,8066411,1
9889095,8419602,4
9889095,4381129,4
9889095,9766793,1
9889095,7838405,3
9889095,9730873,1
9889095,4919895,2
9889095,4414163,3
9889095,7828725,4
9889095,3234817,12
9889095,8850802,1
9889095,8997281,1
9889095,8274902,3
9889095,29,1
9889095,5836181,2
9889095,8792120,1
9889095,7891312,3
9889095,10259967,1
9889095,16625432,1
9889095,4241237,7
9889095,6699205,2
9889095,3886356,2
9889095,8297018,2
9889095,7616956,8
9889095,7840791,2
9889095,7901791,2
9889095,4598109,1
9889095,6703240,1
9889095,4415241,2
9889095,7840203,1
9889095,3497901,1
9889095,5051342,1
9889095,6611894,1
9889095,7802210,2
9889095,5966099,2
9889095,16318521,1
9889095,7786053,1
9889095,16178283,2
9889095,7026287,1
9889095,7829784,1
9889095,8957325,1
9889095,8891315,3
9889095,9813188,1
9889095,9707941,1
9889095,4227544,1
9889095,7057894,1
9889095,5836163,1
9889095,3299214,1
9889095,5836206,1
9889095,11813287,1
9889095,12871993,1
8140109,6557581,26
8140109,5030808,3
8140109,5247102,3
8140109,10831005,7
8140109,4119387,10
8140109,10167078,2
8140109,4679139,1
8140109,8198416,9
8140109,8198317,12
8140109,8198238,22
8140109,4230061,46
8140109,8891315,3
8140109,5836387,6
8140109,7977834,1
8140109,7840203,9
8140109,7838405,8
8140109,9847388,9
8140109,5835815,4
8140109,9531722,4
8140109,9809626,6
8140109,9585013,1
8140109,13858797,9
8140109,15636958,1
8140109,13045287,1
8140109,16318521,2
8140109,8847957,15
8140109,13986477,12
8140109,9585036,5
8140109,11645541,5
8140109,8711574,2
8140109,17806341,15
8140109,11178891,5
8140109,8065380,1
8140109,3913629,6
8140109,17942676,2
8140109,2963280,3
8140109,9585145,3
8140109,17671219,1
8140109,18142558,2
8140109,2932028,1
8140109,17822238,4
8140109,13803032,7
8140109,7935088,2
8140109,16485079,2
8140109,17434825,2
8140109,10340880,1
8140109,6451332,1
8140109,17058350,1
8140109,8723267,1
8140109,15683275,1
8140109,9813188,6
8140109,10169396,1
8140109,8559607,6
8140109,9889095,8
8140109,7829784,2
8140109,5836181,5
8140109,16720240,1
8140109,3844799,3
8140109,6219781,3
8140109,8198513,3
8140109,4391978,1
8140109,8565131,4
8140109,11210000,1
8140109,8307514,1
8140109,13863331,4
8140109,16625432,1
8140109,9741463,1
8140109,4101295,1
8140109,11605861,1
8140109,13988443,1
8140109,7503199,3
8140109,16295025,2
8140109,11051276,1
8140109,17525174,1
8140109,10158972,1
8140109,13849557,1
8140109,4393049,1
8140109,3869488,1
8427677,9897223,1
8427677,3234817,2
8427677,8419602,1
8427677,10163418,2
8427677,29,3
8427677,9556700,2
8427677,15617305,3
8427677,8773879,2
8427677,3347834,4
8427677,8835968,3
8427677,9707941,2
8427677,5836181,2
8427677,8978117,3
8427677,8957325,6
8427677,16625432,5
8427677,4919895,4
8427677,8066411,1
8427677,4230749,1
8427677,4982172,3
8427677,4195012,1
8427677,10169396,3
8427677,8792120,3
8427677,8509987,3
8427677,677717,4
8427677,3605630,2
8427677,8997281,3
8427677,8559607,1
8427677,3587612,1
8427677,8924186,3
8427677,7616956,1
8427677,9730873,1
8427677,7840203,1
8427677,7901791,1
8427677,2506050,2
8427677,9525492,1
8427677,7690945,1
8427677,10246566,1
8427677,9809626,1
8427677,7057894,1
8427677,3497901,1
16625432,677717,4
16625432,8957325,3
16625432,3605630,2
16625432,8766921,1
16625432,9574259,3
16625432,4919895,1
16625432,14547259,4
16625432,10169396,4
16625432,8723397,3
16625432,9741463,2
16625432,9707941,1
16625432,8504660,4
16625432,4195012,1
16625432,3522293,1
16625432,8066411,1
16625432,8924186,3
16625432,3234817,2
16625432,3709977,1
16625432,16795524,1
16625432,9511772,3
16625432,8978117,3
16625432,4982172,1
16625432,9847388,1
16625432,11524047,1
16625432,10246566,1
16625432,5836197,1
16625432,8259192,1
16625432,8244723,1
16625432,3813487,1
16625432,9525492,1
16625432,9517477,1
16625432,7840203,1
16625432,29,1
16625432,8260011,1
16625432,10163418,2
16625432,8427677,1
16625432,8792120,1
16625432,8891315,1
16625432,11813287,1
5051342,8980589,35
5051342,3664102,5
5051342,16240569,8
5051342,4229950,3
5051342,4234009,4
5051342,17295912,9
5051342,8297018,5
5051342,4022539,8
5051342,8318813,1
5051342,4227304,4
5051342,4598109,3
5051342,7802210,10
5051342,5836197,7
5051342,4230749,7
5051342,8338584,4
5051342,4598363,3
5051342,11524047,6
5051342,6703240,2
5051342,8850802,3
5051342,8504660,1
5051342,15421363,3
5051342,4444354,8
5051342,9796812,2
5051342,7840791,16
5051342,4381129,5
5051342,8094859,14
5051342,4241237,12
5051342,3886356,6
5051342,9897223,3
5051342,6699205,5
5051342,8068173,2
5051342,17013073,4
5051342,4230061,9
5051342,4884579,6
5051342,12871993,5
5051342,16850888,2
5051342,3299214,10
5051342,4414163,7
5051342,7690945,4
5051342,7786053,6
5051342,15617305,8
5051342,8978117,1
5051342,3234817,10
5051342,8689674,2
5051342,9469519,8
5051342,16846805,5
5051342,5019924,3
5051342,9525492,1
5051342,15592096,4
5051342,11813287,3
5051342,17942676,1
5051342,9531722,1
5051342,3347708,5
5051342,10056280,9
5051342,5836206,5
5051342,7616956,9
5051342,5836163,5
5051342,9609048,2
5051342,6611894,4
5051342,4195012,4
5051342,10163418,5
5051342,4103336,2
5051342,16625432,1
5051342,3497901,1
5051342,7868195,6
5051342,8413663,1
5051342,7828725,2
5051342,9809626,1
5051342,7840203,2
5051342,4982172,1
5051342,8066542,4
5051342,4415241,3
5051342,4241192,4
5051342,3890028,1
5051342,7829784,1
5051342,8274902,1
5051342,9813188,3
5051342,16797672,2
5051342,4227544,2
5051342,5966099,1
5051342,9556700,1
5051342,8559607,6
5051342,5835799,4
5051342,9423829,1
5051342,12475432,1
5051342,5836387,1
5051342,16720240,5
5051342,4414184,4
5051342,7057894,2
5051342,8419602,1
5051342,8798010,2
5051342,4230739,3
5051342,17166682,1
5051342,4575178,1
5051342,9583435,1
5051342,4381377,5
5051342,9074101,1
5051342,5786898,1
5051342,8712361,1
5051342,17107661,1
5051342,9294475,1
5051342,3522293,1
5051342,2506050,1
5051342,16405545,1
5051342,9766793,8
5051342,8924186,1
5051342,16178283,2
5051342,7196392,1
5051342,5836181,1
5051342,7026287,1
5051342,9889095,2
5051342,7897469,1
9511772,9574259,3
9511772,8260011,4
9511772,8066411,2
9511772,8723397,3
9511772,9741463,2
9511772,4241192,1
9511772,8246750,1
9511772,8978117,2
9511772,8997281,1
9511772,8957325,1
9511772,8891315,1
9511772,9012340,1
9511772,9578602,1
9511772,8773879,1
9730873,15617305,6
9730873,4919895,2
9730873,10163418,4
9730873,3234817,7
9730873,8924186,2
9730873,4195012,2
9730873,9897223,1
9730873,4230749,2
9730873,4381129,1
9730873,4982172,8
9730873,11524047,6
9730873,4414184,3
9730873,15421363,1
9730873,8835968,3
9730873,9847388,3
9730873,4414163,2
9730873,3587612,1
9730873,7057894,1
9730873,2506050,4
9730873,10056280,1
9730873,8274902,1
9730873,8792120,3
9730873,10246566,1
9730873,4411688,1
9730873,7840791,4
9730873,7616956,5
9730873,9531722,2
9730873,9707941,5
9730873,17295912,2
9730873,7838405,3
9730873,8419602,3
9730873,8980589,3
9730873,3497901,2
9730873,4381377,1
9730873,9525492,1
9730873,16720240,1
9730873,14547259,1
9730873,4598363,2
9730873,7196392,3
9730873,4598109,1
9730873,4227304,1
9730873,7901791,1
9730873,7891312,2
9730873,3522293,2
9730873,8891315,1
9730873,10259967,1
9730873,9889095,2
9730873,4444354,1
9730873,677717,3
9730873,29,2
9730873,8957325,1
9730873,12475432,1
9730873,8066542,1
9730873,11813287,1
9730873,5836181,2
9730873,8559607,1
9730873,3347834,2
9730873,7897469,3
9730873,8978117,1
9730873,8427677,1
9730873,7802210,1
9730873,16846805,3
9730873,12871993,1
9730873,8766921,1
9730873,9578602,1
9730873,3679411,1
9730873,5019924,1
9730873,5836206,1
9730873,4241237,2
9730873,4651929,1
9730873,9511772,1
9730873,8413663,1
9730873,9741463,3
9730873,7690945,2
9730873,8094859,1
9730873,9556700,1
9730873,7868195,1
9730873,5836035,1
9730873,9766793,2
9730873,5835815,1
9730873,7828725,1
15617305,10163418,3
15617305,17176927,7
15617305,4234016,5
15617305,16714214,1
15617305,16758011,11
15617305,4228119,3
15617305,14334367,11
15617305,4227880,16
15617305,4721087,3
15617305,15662776,1
15617305,4598363,1
15617305,4234559,4
15617305,13806524,2
15617305,4199033,6
15617305,8338584,3
15617305,4228105,7
15617305,4408362,3
15617305,18500988,11
15617305,4408397,6
15617305,10918898,14
15617305,17813457,12
15617305,5169587,13
15617305,8539175,3
15617305,17176911,3
15617305,14071613,1
15617305,4433960,2
15617305,19175973,3
15617305,2650887,7
15617305,12962772,1
15617305,17083341,4
15617305,16544462,2
15617305,17177419,10
15617305,10758204,11
15617305,17355757,5
15617305,9057043,2
15617305,4227831,3
15617305,16405545,3
15617305,4515496,2
15617305,9068024,3
15617305,13764822,3
15617305,16471422,1
15617305,5771934,1
15617305,8877158,2
15617305,10169396,1
15617305,9813188,1
15617305,4575178,1
15617305,17315288,3
15617305,8993049,2
15617305,8835968,1
15617305,16625432,1
15617305,8357933,12
15617305,17336347,1
15617305,7056904,5
15617305,9057998,1
15617305,4408369,3
15617305,14541927,3
15617305,17373283,1
15617305,17813006,1
15617305,15668497,1
15617305,4195012,2
15617305,5794678,1
15617305,12587013,1
15617305,9423829,3
15617305,9384504,1
15617305,10209260,3
15617305,5326407,1
15617305,12789813,1
15617305,3979181,1
15617305,4409374,3
15617305,4401350,1
15617305,10339991,1
15617305,9961098,1
15617305,10017944,1
15617305,7540581,2
15617305,8132513,1
15617305,10682660,1
15617305,9062992,1
10163418,4346154,1
10163418,4227880,4
10163418,13953356,4
10163418,13806524,4
10163418,4408397,16
10163418,4199033,14
10163418,4515496,2
10163418,9068024,1
10163418,4575178,5
10163418,16758011,2
10163418,14891367,2
10163418,5169587,7
10163418,4408369,4
10163418,7056904,9
10163418,14541927,12
10163418,17176911,6
10163418,17373283,8
10163418,17813457,5
10163418,14539753,5
10163418,4409374,3
10163418,19175973,5
10163418,17176927,5
10163418,14334367,1
10163418,8132513,1
10163418,16471422,5
10163418,12962772,2
10163418,17083341,4
10163418,4235139,9
10163418,16405545,3
10163418,9074101,2
10163418,10339991,5
10163418,11908619,5
10163418,17315288,1
10163418,8338584,1
10163418,10918898,4
10163418,17355757,6
10163418,10809383,1
10163418,4227831,9
10163418,5326407,2
10163418,4234016,3
10163418,13764822,1
10163418,2650887,2
10163418,6193472,1
10163418,16910799,3
10163418,7057894,6
10163418,8877158,4
10163418,9294475,2
10163418,15617305,2
10163418,4598363,1
10163418,4201555,1
10163418,9252296,2
10163418,16797672,1
10163418,18035864,3
10163418,7594047,1
10163418,18566361,1
10163418,14071449,2
10163418,6298455,2
10163418,7868195,1
10163418,9707941,1
10163418,15974183,2
10163418,6611894,2
10163418,4514494,1
10163418,13953546,2
10163418,8864785,3
10163418,5771934,3
10163418,4234559,3
10163418,4228119,3
10163418,4411688,2
10163418,4411542,1
10163418,8974428,3
10163418,15662776,1
10163418,15734988,1
10163418,11813287,1
10163418,8244823,1
10163418,4433960,4
10163418,8993049,1
10163418,18500988,1
10163418,7910624,1
10163418,8539175,1
10163418,12789813,2
10163418,8262302,1
10163418,8318813,1
10163418,12262910,1
10163418,16823703,1
10163418,3299214,1
10163418,8798010,1
10163418,3813487,1
10163418,17068730,2
10163418,16544462,3
10163418,10209260,3
10163418,5186443,1
10163418,16933362,1
10163418,10758204,4
10163418,16714214,3
10163418,10259967,1
10163418,9057043,1
10163418,17177419,1
10163418,4884579,1
10163418,14083681,1
10163418,15800115,1
10163418,16475849,1
10163418,16883909,1
10163418,12869029,1
10163418,8540770,1
10163418,5321459,1
8924186,4414184,4
8924186,9525492,1
8924186,8997281,2
8924186,3587612,2
8924186,7616956,1
8924186,8427677,2
8924186,3890028,1
8924186,9847388,1
8924186,4982172,3
8924186,4381129,1
8924186,4381377,2
8924186,7829784,3
8924186,8504660,2
8924186,4598363,1
8924186,8978117,1
8924186,8792120,1
8924186,8723397,3
8924186,3522293,2
8924186,15617305,3
8924186,8246750,2
8924186,16625432,3
8924186,5836387,2
8924186,10169396,3
8924186,8509987,4
8924186,3234817,5
8924186,7838405,3
8924186,677717,1
8924186,7897469,4
8924186,7868195,1
8924186,7901791,2
8924186,3497901,2
8924186,9511772,1
8924186,8246081,1
8924186,8835968,2
8924186,4414426,2
8924186,2506050,1
8924186,8066411,2
8924186,7828725,2
8924186,9809626,2
8924186,9578602,2
8924186,14547259,3
8924186,8419602,1
8924186,9766793,1
8924186,5836197,1
8924186,10259967,1
8924186,4241237,1
8924186,9730873,2
8924186,3886356,1
8924186,4414163,1
8924186,4230749,1
8924186,3347834,1
8924186,4195012,1
8924186,9531722,2
8924186,3605630,1
8924186,16850888,1
8924186,9609048,1
8924186,10163418,1
8924186,4919895,1
8924186,6611894,1
8924186,9556700,1
8924186,9583435,1
8924186,8766921,1
8245513,677717,2
8245513,7786053,33
8245513,7828725,14
8245513,7690945,4
8245513,8723397,3
8245513,9525492,5
8245513,9889095,8
8245513,8274902,10
8245513,8504660,5
8245513,15617305,1
8245513,4119387,7
8245513,8198317,12
8245513,13589251,1
8245513,8198238,9
8245513,4116174,1
8245513,8198416,8
8245513,6557581,13
8245513,16735586,1
8245513,4679139,2
8245513,8253413,1
8245513,8997281,3
8245513,9897223,8
8245513,9813188,5
8245513,5019924,1
8245513,8891315,4
8245513,8066542,1
8245513,4247099,3
8245513,3806573,2
8245513,8198513,3
8245513,7719547,1
8245513,2935173,2
8245513,11645541,3
8245513,18248435,2
8245513,16260741,2
8245513,2854715,2
8245513,8711574,4
8245513,3913629,8
8245513,13369670,1
8245513,8847957,4
8245513,17806341,9
8245513,7421507,2
8245513,8247451,1
8245513,7934904,1
8245513,18292832,4
8245513,4393049,1
8245513,17013169,2
8245513,13986583,1
8245513,11210000,4
8245513,8243455,1
8245513,13803032,5
8245513,11826171,3
8245513,9808146,4
8245513,7971031,3
8245513,11605861,2
8245513,17671219,2
8245513,13858797,2
8245513,16181377,6
8245513,13863331,3
8245513,8305958,6
8245513,9585013,1
8245513,3765728,2
8245513,8034919,4
8245513,7431625,1
8245513,17591442,2
8245513,9294475,4
8245513,15225589,1
8245513,15732471,1
8245513,8245513,1
8245513,3543931,1
8245513,8813113,1
8245513,10681487,1
8245513,3814175,1
8245513,3712893,1
8245513,8231264,1
8245513,5836181,1
8245513,11178891,1
8245513,8957325,1
8245513,8427677,1
8245513,3234817,1
8245513,10495502,1
8245513,13986477,1
7786053,3347708,4
7786053,4234009,10
7786053,8094859,13
7786053,5051342,11
7786053,9796812,8
7786053,7802210,10
7786053,5019924,4
7786053,9525492,1
7786053,11524047,13
7786053,3664102,5
7786053,8850802,7
7786053,17013073,5
7786053,5836206,5
7786053,4022539,9
7786053,6699205,12
7786053,4598363,8
7786053,7897469,5
7786053,4381377,4
7786053,15673715,1
7786053,4598109,8
7786053,12842593,1
7786053,7868195,5
7786053,11813287,2
7786053,16846805,21
7786053,12871993,12
7786053,3299214,9
7786053,4414184,8
7786053,4884579,6
7786053,3234817,18
7786053,4241237,18
7786053,16850888,4
7786053,4415241,4
7786053,9469519,15
7786053,10056280,4
7786053,4229950,4
7786053,2506050,4
7786053,8980589,34
7786053,16240569,4
7786053,5836163,8
7786053,5836197,4
7786053,8689674,1
7786053,8338584,4
7786053,8798010,4
7786053,15617305,14
7786053,17295912,5
7786053,9556700,3
7786053,4230749,6
7786053,8504660,2
7786053,4195012,6
7786053,4230061,7
7786053,7057894,1
7786053,13988443,1
7786053,9531722,2
7786053,7840791,20
7786053,9609048,3
7786053,7786053,1
7786053,9897223,5
7786053,10163418,12
7786053,11157622,1
7786053,4199033,1
7786053,7840203,1
7786053,12704069,1
7786053,6703240,2
7786053,16691937,2
7786053,5835799,3
7786053,4241192,4
7786053,4444354,3
7786053,7026287,3
7786053,9074101,2
7786053,4230739,5
7786053,8413663,4
7786053,8997281,1
7786053,5836387,1
7786053,3890028,3
7786053,8297018,4
7786053,14077615,1
7786053,12475432,4
7786053,8814922,1
7786053,7616956,8
7786053,8066542,3
7786053,4227544,2
7786053,7901791,2
7786053,8559607,2
7786053,7828725,1
7786053,8509987,1
7786053,3886356,9
7786053,16178283,6
7786053,8274902,1
7786053,8922644,1
7786053,9889095,2
7786053,5966099,3
7786053,16797672,5
7786053,10809383,1
7786053,4414163,3
7786053,9766793,2
7786053,8068173,6
7786053,11525714,1
7786053,9707941,1
7786053,4381129,3
7786053,3587612,1
7786053,10259967,1
7786053,15592096,1
7786053,5835815,1
7786053,6611894,2
7786053,4514494,2
7786053,4227304,1
7786053,9641919,1
7786053,15421363,4
7786053,5836035,1
7786053,7594047,1
7786053,4414426,1
7786053,17952967,1
7786053,17438424,1
7786053,17437719,1
7828725,4414184,6
7828725,9730873,2
7828725,8891315,1
7828725,7786053,3
7828725,15421363,2
7828725,9609048,3
7828725,4884579,3
7828725,16846805,4
7828725,4444354,3
7828725,3234817,20
7828725,4241237,6
7828725,4415241,1
7828725,4598363,11
7828725,7897469,4
7828725,11524047,4
7828725,9469519,8
7828725,8094859,8
7828725,9531722,2
7828725,10163418,3
7828725,15617305,6
7828725,9519425,1
7828725,8764750,1
7828725,7901791,1
7828725,4227544,2
7828725,2506050,2
7828725,8066542,3
7828725,5836387,2
7828725,8980589,14
7828725,7838405,3
7828725,7840203,1
7828725,10056280,1
7828725,8559607,2
7828725,4229950,2
7828725,7616956,5
7828725,7840791,4
7828725,9556700,3
7828725,9897223,3
7828725,3299214,6
7828725,3347708,1
7828725,16850888,1
7828725,4234009,3
7828725,5836197,4
7828725,7690945,3
7828725,11813287,1
7828725,4414163,1
7828725,8419602,1
7828725,4598109,1
7828725,29,2
7828725,9707941,1
7828725,5835799,1
7828725,7802210,5
7828725,7057894,2
7828725,7868195,1
7828725,5836206,1
7828725,8274902,1
7828725,3886356,3
7828725,3347834,1
7828725,4230061,1
7828725,4022539,2
7828725,4195012,2
7828725,6699205,3
7828725,4230749,3
7828725,8068173,2
7828725,4411542,1
7828725,4982172,2
7828725,8427677,1
7828725,7196392,4
7828725,8997281,1
7828725,4381377,1
7828725,4381129,2
7828725,7891312,1
7828725,17295912,1
7828725,4230739,1
7828725,13988443,1
7828725,3587612,2
7828725,9766793,2
7828725,8297018,1
7828725,9796812,1
7828725,9423829,2
7828725,5966099,1
7828725,6611894,4
7828725,9809626,1
7828725,4473922,1
7690945,4195012,4
7690945,8798010,3
7690945,7901791,2
7690945,7829784,1
7690945,4229950,4
7690945,4884579,2
7690945,4414163,1
7690945,9531722,2
7690945,4414184,3
7690945,11813287,2
7690945,3234817,10
7690945,11524047,4
7690945,8723397,2
7690945,8094859,6
7690945,8689674,1
7690945,9469519,4
7690945,7838405,4
7690945,15592096,1
7690945,3587612,2
7690945,10163418,9
7690945,15617305,9
7690945,4227544,4
7690945,16797672,3
7690945,9741463,1
7690945,9556700,3
7690945,6699205,4
7690945,9730873,1
7690945,9074101,1
7690945,9847388,5
7690945,8980589,10
7690945,5051342,2
7690945,5836197,4
7690945,5836206,1
7690945,9525492,2
7690945,4230739,2
7690945,7891312,3
7690945,7828725,1
7690945,7840203,2
7690945,16240569,1
7690945,7897469,2
7690945,4598363,6
7690945,8924186,1
7690945,16846805,5
7690945,12871993,1
7690945,5835815,2
7690945,4381377,4
7690945,3347834,1
7690945,10259967,1
7690945,9707941,1
7690945,7616956,6
7690945,7840791,3
7690945,9897223,1
7690945,3890028,1
7690945,29,2
7690945,3497901,1
7690945,5836181,1
7690945,4241237,5
7690945,8559607,1
7690945,5836163,2
7690945,16850888,1
7690945,4381129,3
7690945,5835799,2
7690945,8068173,1
7690945,4919895,1
7690945,3347708,2
7690945,8419602,2
7690945,8850802,1
7690945,4230061,1
7690945,3522293,1
7690945,9889095,1
7690945,7802210,2
7690945,4227304,2
7690945,14547259,2
7690945,8978117,2
7690945,6611894,1
7690945,7057894,1
7690945,3299214,1
7690945,4444354,1
7690945,10809383,1
7690945,8427677,1
7690945,7868195,1
7690945,2506050,1
7690945,3709977,1
7690945,8792120,2
7690945,8066542,1
7690945,8509987,1
7690945,8338584,1
8723397,4919895,3
8723397,8066411,1
8723397,9511772,2
8723397,9730873,1
8723397,16625432,1
8723397,677717,1
8723397,8766921,1
8723397,9741463,2
8723397,8504660,1
8723397,4982172,1
8723397,10246566,2
8723397,8997281,1
8723397,9574259,1
8723397,8260011,1
8723397,9889095,1
8723397,5836181,1
9525492,3347834,1
9525492,9609048,2
9525492,16846805,8
9525492,4195012,3
9525492,8338584,1
9525492,4598363,5
9525492,11524047,5
9525492,4414184,2
9525492,9847388,6
9525492,3299214,2
9525492,5836197,4
9525492,7616956,7
9525492,8504660,1
9525492,9897223,3
9525492,3234817,6
9525492,9813188,3
9525492,7690945,4
9525492,7838405,2
9525492,8094859,5
9525492,8559607,2
9525492,7868195,1
9525492,4982172,2
9525492,4230749,3
9525492,8798010,1
9525492,7897469,2
9525492,2979486,1
9525492,8413663,2
9525492,7196392,4
9525492,12871993,3
9525492,9531722,4
9525492,7802210,4
9525492,8877158,3
9525492,7057894,1
9525492,8924186,2
9525492,16797672,3
9525492,7829784,1
9525492,4884579,2
9525492,5019924,3
9525492,5051342,1
9525492,4381377,2
9525492,4227544,1
9525492,6611894,2
9525492,15617305,6
9525492,7786053,2
9525492,9741463,3
9525492,29,3
9525492,8260011,2
9525492,10163418,5
9525492,8419602,2
9525492,8980589,17
9525492,8068173,1
9525492,7840203,1
9525492,5836035,2
9525492,9766793,2
9525492,8274902,4
9525492,7901791,1
9525492,11853038,1
9525492,7840791,6
9525492,4415241,2
9525492,6699205,1
9525492,4022539,3
9525492,4241237,5
9525492,4381129,2
9525492,3497901,3
9525492,5836181,1
9525492,4919895,1
9525492,3587612,1
9525492,8259192,1
9525492,9730873,1
9525492,4230061,1
9525492,8850802,2
9525492,4414163,2
9525492,17295912,1
9525492,10169396,1
9525492,17068730,1
9525492,9556700,1
9525492,4103336,1
9525492,16720240,1
9525492,3886356,1
9525492,8066542,1
9525492,8891315,1
9525492,8835968,1
9525492,8297018,2
9525492,4241192,2
9525492,7891312,1
9525492,6703240,1
9525492,15566333,1
9525492,16240569,1
9525492,9707941,1
9525492,10809383,1
5836197,677717,1
5836197,10169396,3
5836197,15617305,12
5836197,4230739,3
5836197,4230749,10
5836197,4195012,11
5836197,8338584,5
5836197,8798010,3
5836197,4884579,4
5836197,7057894,6
5836197,10056280,4
5836197,16797672,3
5836197,7802210,8
5836197,16846805,11
5836197,8066542,2
5836197,8504660,3
5836197,9609048,3
5836197,3347708,4
5836197,3234817,12
5836197,6611894,2
5836197,4598363,13
5836197,11524047,10
5836197,4022539,8
5836197,4227544,4
5836197,4411542,1
5836197,4473922,1
5836197,4381129,2
5836197,4381377,3
5836197,7840203,2
5836197,8980589,44
5836197,4415241,3
5836197,8068173,2
5836197,4414184,4
5836197,3347834,1
5836197,3299214,7
5836197,8835968,3
5836197,4241237,1
5836197,29,2
5836197,9753530,1
5836197,8419602,2
5836197,7690945,3
5836197,8792120,2
5836197,15421363,3
5836197,5836163,5
5836197,8978117,2
5836197,10163418,8
5836197,4414163,3
5836197,15592096,6
5836197,8689674,2
5836197,8094859,6
5836197,7840791,6
5836197,7616956,5
5836197,9796812,5
5836197,5836206,5
5836197,4230061,4
5836197,4241192,3
5836197,4444354,1
5836197,7828725,3
5836197,8274902,1
5836197,9469519,8
5836197,7786053,2
5836197,3522293,1
5836197,9897223,2
5836197,8924186,3
5836197,5836387,1
5836197,10809383,1
5836197,14077615,1
5836197,5835815,1
5836197,3890028,1
5836197,4103336,2
5836197,4235139,1
5836197,16240569,2
5836197,16178283,2
5836197,17013073,1
5836197,7897469,5
5836197,8559607,2
5836197,7901791,2
5836197,8509987,1
5836197,7196392,1
5836197,4234009,5
5836197,9556700,1
5836197,9809626,2
5836197,4229950,3
5836197,8850802,2
5836197,4227304,1
5836197,5835799,3
5836197,7891312,4
5836197,3664102,1
5836197,12871993,5
5836197,5019924,2
5836197,5051342,2
5836197,5836035,1
5836197,5966099,2
5836197,16850888,1
5836197,7838405,1
5836197,3497901,2
5836197,2506050,3
5836197,11813287,2
5836197,8413663,3
5836197,8297018,1
5836197,6699205,2
5836197,3886356,1
5836197,10259967,1
5836197,16758011,1
5836197,3587612,1
5836197,6703240,1
5836197,16720240,1
5836197,8891315,1
5836197,9525492,1
5836197,9511772,1
5836197,9585013,1
5836197,5053417,1
10169396,3605630,3
10169396,8924186,5
10169396,9730873,1
10169396,10056280,1
10169396,3522293,4
10169396,4919895,2
10169396,8504660,3
10169396,11813287,1
10169396,10246566,3
10169396,7829784,1
10169396,8723397,1
10169396,9012340,1
10169396,5836197,1
10169396,15617305,2
10169396,7868195,1
10169396,7840203,1
10169396,2506050,1
10169396,8891315,1
10169396,9531722,1
10169396,16625432,3
10169396,7891312,1
10169396,14547259,2
10169396,4598363,3
10169396,3347834,2
10169396,29,1
10169396,9511772,1
10169396,8957325,5
10169396,8792120,1
10169396,4408369,1
10169396,8427677,1
10169396,3234817,2
10169396,3664102,1
10169396,8509987,1
10169396,8978117,3
10169396,16720240,1
10169396,9707941,1
10169396,11525714,1
10169396,9766793,1
4414426,3299214,1
4414426,8066542,1
4414426,29,4
4414426,4227304,1
4414426,7616956,6
4414426,7840791,3
4414426,7829784,3
4414426,4414184,5
4414426,8924186,1
4414426,15421363,1
4414426,5835815,4
4414426,16720240,1
4414426,11813287,1
4414426,16846805,3
4414426,9889095,2
4414426,4195012,5
4414426,4230749,4
4414426,9556700,1
4414426,7690945,1
4414426,8798010,2
4414426,4598363,7
4414426,11524047,6
4414426,4381377,1
4414426,11525714,1
4414426,3234817,17
4414426,3497901,1
4414426,7897469,3
4414426,5966099,1
4414426,8419602,8
4414426,9730873,3
